ID,Title,Animation,Comedy,Drama,Adventure,Mistery,Fiction,Thriller,Musical
1808,Tae Davis,1,0,0,0,0,0,0,0
1809,Miguel Tudela,1,0,0,0,0,0,0,0
1810,Caleb Brandon Wilson,1,0,0,0,0,0,0,0
1811,Brett Barley,1,0,0,0,0,0,0,0
1812,Travis Banks,1,0,0,0,0,0,0,0
1813,Gabe Wright,1,0,0,0,0,0,0,0
1814,Joe Johnson,1,0,0,0,0,0,0,0
1815,Ashley Theophane,1,0,0,0,0,0,0,0
1816,Youssouf Mulumbu,1,0,0,0,0,0,0,0
1817,Marquette King,1,0,0,0,0,0,0,0
1818,Judan Ali â€Ž â€Ž,1,0,0,0,0,0,0,0
1819,"Briante ""Deuce"" Weber",1,0,0,0,0,0,0,0
1820,Ella Nelson,1,0,0,0,0,0,0,0
1821,Toni Harris,1,0,0,0,0,0,0,0
1822,Sunday Baez,1,0,0,0,0,0,0,0
1823,Fred Robbins,1,0,0,0,0,0,0,0
1824,Bobby Simmons,1,0,0,0,0,0,0,0
1825,Philippe Gilbert,1,0,0,0,0,0,0,0
1826,Josimar Quintero,1,0,0,0,0,0,0,0
1827,Jim Jackson,1,0,0,0,0,0,0,0
1828,Cosmin Marius,1,0,0,0,0,0,0,0
1829,Derek Seay,1,0,0,0,0,0,0,0
1830,Dennis Daley,1,0,0,0,0,0,0,0
1831,Fabio Functional Tennis,1,0,0,0,0,0,0,0
1832,Barry Nobles,1,0,0,0,0,0,0,0
1833,"Mirjam ""Mimi"" Jaeger",1,0,0,0,0,0,0,0
1834,Brandon Bolden,1,0,0,0,0,0,0,0
1835,Bashaud breeland,1,0,0,0,0,0,0,0
1836,Dax Raymond,1,0,0,0,0,0,0,0
1837,Nicholas C. Watkins,1,0,0,0,0,0,0,0
1838,Paul Jordaan,1,0,0,0,0,0,0,0
1839,Olamide Zaccheaus,1,0,0,0,0,0,0,0
1840,Marcus Sayles,1,0,0,0,0,0,0,0
1841,Tory Nyhaug,1,0,0,0,0,0,0,0
1842,Angel Collinson,1,0,0,0,0,0,0,0
1843,Rebaz Mohammed,1,0,0,0,0,0,0,0
1844,Jovon Durante,1,0,0,0,0,0,0,0
1845,Derwin Gray,1,0,0,0,0,0,0,0
1846,Josh Norman,1,0,0,0,0,0,0,0
1847,Brandon Jacobs,1,0,0,0,0,0,0,0
1848,Rasul Douglas,1,0,0,0,0,0,0,0
1849,Laurenne Ross,1,0,0,0,0,0,0,0
1850,Tatanka,1,0,0,0,0,0,0,0
1851,Ahmad Rashad,1,0,0,0,0,0,0,0
1852,Kirby Bridges,1,0,0,0,0,0,0,0
1853,Gareth Anscombe,1,0,0,0,0,0,0,0
1854,Giamba Venditti,1,0,0,0,0,0,0,0
1855,Eric Jackson,1,0,0,0,0,0,0,0
1856,Renee Montgomery,1,0,0,0,0,0,0,0
1857,Jarran Reed,1,0,0,0,0,0,0,0
1858,Robert Scianna,1,0,0,0,0,0,0,0
1859,Rommel Pacheco,1,0,0,0,0,0,0,0
1860,Stephen Weatherly,1,0,0,0,0,0,0,0
1861,Michael Hunter,1,0,0,0,0,0,0,0
1862,Treston Decoud,1,0,0,0,0,0,0,0
1863,Gregory Senat,1,0,0,0,0,0,0,0
1864,Alexandra Hartley,1,0,0,0,0,0,0,0
1865,Kyle Prater,1,0,0,0,0,0,0,0
1866,Maxx Crosby,1,0,0,0,0,0,0,0
1867,Orion Stewart,1,0,0,0,0,0,0,0
1868,A.J. Francis,1,0,0,0,0,0,0,0
1869,Krista DeBono,1,1,0,0,0,0,0,0
1870,Shona McCallin MBE,1,0,0,0,0,0,0,0
1871,James Green,1,0,0,0,0,0,0,0
1872,Spud Webb,1,0,0,0,0,0,0,0
1873,Angel McCoughtry,1,0,0,0,0,0,0,0
1874,Joey Hunt,1,0,0,0,0,0,0,0
1875,Louise Hazel,1,0,0,0,0,0,0,0
1876,Crissa Jackson,1,0,0,0,0,0,0,0
1877,Austin Hooper,1,0,0,0,0,0,0,0
1878,Will Weinbach,1,0,0,0,0,0,0,0
1879,Taiwan Jones,1,0,0,0,0,0,0,0
1880,Vincent Taylor,1,0,0,0,0,0,0,0
1881,Gary Brackett,1,0,0,0,0,0,0,0
1882,Coby Miller,1,0,0,0,0,0,0,0
1883,Jo Ankier,1,0,0,0,0,0,0,0
1884,Corey Wootton,1,0,0,0,0,0,0,0
1885,Austin Vanderford,1,0,0,0,0,0,0,0
1886,Garrison Smith,1,0,0,0,0,0,0,0
1887,Chad Slade,1,0,0,0,0,0,0,0
1888,Parris Campell,1,0,0,0,0,0,0,0
1889,Matt Hamilton,1,0,0,0,0,0,0,0
1890,Jordan Morgan,1,0,0,0,0,0,0,0
1891,Malik Jefferson,1,0,0,0,0,0,0,0
1892,Dede Westbrook,1,0,0,0,0,0,0,0
1893,David Edwards,1,0,0,0,0,0,0,0
1894,Spencer Ware,1,0,0,0,0,0,0,0
1895,Jacob Hollister,1,0,0,0,0,0,0,0
1896,Horace Grant,1,0,0,0,0,0,0,0
1897,Jonnie Rice,1,0,0,0,0,0,0,0
1898,Spencer Foresman,1,0,0,0,0,0,0,0
1899,Jeremiah Johnson,1,0,0,0,0,0,0,0
1900,Chris Honeycutt,1,0,0,0,0,0,0,0
1901,John Clayton,1,0,0,0,0,0,0,0
1902,Terje Haakonsen,1,0,0,0,0,0,0,0
1903,Isaiah Wharton,1,0,0,0,0,0,0,0
1904,Megan Absten,1,0,0,0,0,0,0,0
1905,Antoine Wesley,1,0,0,0,0,0,0,0
1906,Larry Sanders II,1,0,0,0,0,0,0,0
1907,Kerry Feirman,1,0,0,0,0,0,0,0
1908,George Kittle,1,0,0,0,0,0,0,0
1909,Metta World Peace,1,0,0,0,0,0,1,0
1910,Mason Ho,1,0,0,0,0,0,0,0
1911,Frank Ragnow,1,0,0,0,0,0,0,0
1912,Melissa Santos,1,0,0,0,0,0,0,0
1913,Tyler Eifert,1,0,0,0,0,0,0,0
1914,Alex McGough,1,0,0,0,0,0,0,0
1915,Austin Raye,1,0,0,0,0,0,0,0
1916,Marcelo Melo,1,0,0,0,0,0,0,0
1917,Stretch Middleton,1,0,0,0,0,0,0,0
1918,Gennifer Strobo,1,0,0,0,0,0,0,0
1919,Shaq Lawson,1,0,0,0,0,0,0,0
1920,Michel Salgado,1,0,0,0,0,0,0,0
1921,Lima Sopoaga,1,0,0,0,0,0,0,0
1922,Darius Philon,1,0,0,0,0,0,0,0
1923,Elise Christie,1,0,0,0,0,0,0,0
1924,Keke Coutee,1,0,0,0,0,0,0,0
1925,Justin Guterding,1,0,0,0,0,0,0,0
1926,Terence Garvin,1,0,0,0,0,0,0,0
1927,William Troost-Ekong,1,0,0,0,0,0,0,0
1928,Dawid Malan,1,0,0,0,0,0,0,0
1929,Cornell Armstrong,1,0,0,0,0,0,0,0
1930,Ryan Wachendorfer,1,0,0,0,0,0,0,0
1931,Alex Bentley,1,0,0,0,0,0,0,0
1932,Viktor Axelsen,1,0,0,0,0,0,0,0
1933,Euan Holden,1,0,0,0,0,0,0,0
1934,Donovan Bailey,1,0,0,0,0,0,0,0
1935,Pierre Garcon,1,0,0,0,0,0,0,0
1936,Joe Walker,1,0,0,0,0,0,0,0
1937,Andy Gomarsall,1,0,0,0,0,0,0,0
1938,Jack Sock,1,0,0,0,0,0,0,0
1939,Mackensie Alexander,1,0,0,0,0,0,0,0
1940,Cullen Jones,1,0,0,0,0,0,0,0
1941,Natrell Jamerson,1,0,0,0,0,0,0,0
1942,Kevin-Prince Boateng,1,0,0,0,0,0,0,0
1943,Cory Helms,1,0,0,0,0,0,0,0
1944,Glen Davis,1,0,0,0,0,0,0,0
1945,Thomas Hitman Hearns,1,0,0,0,0,0,0,0
1946,Aaron Wheelz Fotheringham,1,0,0,0,0,0,0,0
1947,Jordan Burroughs,1,0,0,0,0,0,0,0
1948,Joe Marler,1,0,0,0,0,0,0,0
1949,Chase Litton,1,0,0,0,0,0,0,0
1950,Andrew Hawkins,1,0,0,0,0,0,0,0
1951,Frank Frazier,1,0,0,0,1,0,0,0
1952,Jordon Ibe,1,0,0,0,1,0,0,0
1953,Mike Love,1,0,0,0,1,0,0,0
1954,Junior Eldstal,1,0,0,0,1,0,0,0
1955,Curtiss Rowe,1,0,0,0,1,0,0,0
1956,Ryan K Russell,1,0,0,0,1,0,0,0
1957,Ryan Lewis,1,0,0,0,1,0,0,0
1958,Drew Butera,1,0,0,0,1,0,0,0
1959,Angus Crichton,1,0,0,0,1,0,0,0
1960,"Jeremias ""Remy"" Easterling",1,0,0,0,1,0,0,0
1961,Joshua Jorgensen,1,0,0,0,1,0,0,0
1962,Bryan Braman,1,0,0,0,1,0,0,0
1963,James Crawford,1,0,0,0,1,0,0,0
1964,Deron Williams,1,0,0,0,1,0,0,0
1965,Kat Von Kaige,1,0,0,0,1,0,0,0
1966,Abby Elinsky,1,0,0,0,1,0,0,0
1967,Monty Panesar,1,0,0,0,1,0,0,0
1968,Joey Brezinski,1,0,0,0,1,0,0,0
1969,Chris Jordan,1,0,0,0,1,0,0,0
1970,Ahmad Thomas,1,0,0,0,1,0,0,0
1971,Will Richardson,1,0,0,0,1,0,0,0
1972,Zachariah Kerr,1,0,0,0,1,0,0,0
1973,Ale Cat,1,0,0,0,1,0,0,0
1974,Shuriken Shannon,1,0,0,0,1,0,0,0
1975,Beibut Shumenov,1,0,0,0,1,0,0,0
1976,Frostee Rucker,1,0,0,0,1,0,0,0
1977,KJ McDaniels,1,0,0,0,1,0,0,0
1978,Matt Szczur,1,0,0,0,1,0,0,0
1979,Malcolm Pridgeon,1,0,0,0,1,0,0,0
1980,Calvin Mac-Intosch,1,0,0,0,1,0,0,0
1981,Connor Williams,1,0,0,0,1,0,0,0
1982,Jack Haslam,1,0,0,0,1,0,0,0
1983,Boo Johnson,1,0,0,0,1,0,0,0
1984,Katia Griffiths,1,0,0,0,1,0,0,0
1985,Max McCaffrey,1,0,0,0,1,0,0,0
1986,Keenan McCardell,1,0,0,0,1,0,0,0
1987,Chelsea Gray,1,0,0,0,1,0,0,0
1988,Nick Compton,1,0,0,0,1,0,0,0
1989,JoÃ£o Moutinho,1,0,0,0,1,0,0,0
1990,Mickie James,1,0,0,0,1,0,0,0
1991,Kiera Hogan,1,0,0,0,1,0,0,0
1992,Damarious Randall,1,0,0,0,1,0,0,0
1993,Tyler Boyd,1,0,0,0,1,0,0,0
1994,Aakash Chopra,1,0,0,0,1,0,0,0
1995,ArDarius Stewart,0,0,0,0,1,0,0,0
1996,Michael Chandler,1,0,0,0,1,0,0,0
1997,Charcandrick West,0,0,0,0,1,0,0,0
1998,Kayla McBride,1,0,0,0,1,0,0,0
1999,Nate Robinson,0,0,0,0,1,0,0,0
2000,Henry Slade,0,0,0,0,1,0,0,0
2001,Bradley Pinion,0,0,0,0,1,0,0,0
2002,Frank White,0,0,0,0,1,0,0,0
2003,Tim Parker,0,0,0,0,1,0,0,0
2004,Lauren Sesselmann,0,0,0,0,1,0,0,0
2005,Rai Vloet,0,0,0,0,1,0,0,0
2006,Victor Bolden,0,0,0,0,1,0,0,0
2007,Sergio Perkovic,0,0,0,0,1,0,0,0
2008,Thurston Armbrister,0,0,0,0,1,0,0,0
2009,Nina Lussi,0,0,0,0,1,0,0,0
2010,Trenton Cannon,0,0,0,0,1,0,0,0
2011,Kam Chancellor,1,0,0,0,1,0,0,0
2012,Christian Wade,1,0,0,0,1,0,0,0
2013,"Rory ""Red King"" Macdonald",1,0,0,0,1,0,0,0
2014,Lexie Brown,1,0,0,0,1,0,0,0
2015,Antwaun Woods,1,0,0,0,1,0,0,0
2016,Ben Earl,1,0,0,0,1,0,0,0
2017,Rees Odhiambo,1,0,0,0,1,0,0,0
2018,Jordan Montgomery O'Brien,1,0,0,0,1,0,0,0
2019,Evan,0,0,0,0,1,0,0,0
2020,CJ Cummings,1,0,0,0,1,0,0,0
2021,Adam Loomis,1,0,0,0,1,0,0,0
2022,Sanju Samson,1,0,0,0,1,0,0,0
2023,Cody Cepeda,1,0,0,0,1,0,0,0
2024,Rashad McCants,0,0,0,0,1,0,0,0
2025,DJ Diveny,0,0,0,0,1,0,0,0
2026,Kevin Ware,1,0,0,0,1,0,0,0
2027,Hank Lundy,0,0,0,0,1,0,0,0
2028,Ngani Laumape,0,0,0,0,1,0,0,0
2029,Washington Sundar,0,0,0,0,1,0,0,0
2030,Kaya Turski,0,0,0,0,1,0,0,0
2031,Taron Johnson,1,0,0,0,1,0,0,0
2032,Sean Bunting,1,0,0,0,1,0,0,0
2033,Alex Galchenyuk,1,0,0,0,1,0,0,0
2034,Derrius Guice,1,0,0,0,1,0,0,0
2035,Joe Callahan,0,0,0,0,1,0,0,0
2036,Logan Delgado,1,0,0,0,1,0,0,0
2037,Braydon Szafranski,0,0,0,0,1,0,0,0
2038,Marcus Porter,0,0,0,0,1,0,0,0
2039,Katie Forbes,0,0,0,0,1,0,0,0
2040,Jamil Douglas,0,0,0,0,1,0,0,0
2041,Frank Mir,0,0,0,0,1,0,0,1
2042,Matheus Leist,0,0,0,0,1,0,0,0
2043,D. Roberts,0,0,0,0,1,0,0,0
2044,Azriel Gonzalez,0,0,0,0,1,0,0,0
2045,Darrell Henderson Jr,0,0,0,0,1,0,0,0
2046,James Newbury,0,0,0,0,1,0,0,0
2047,Anthony Miller II,0,0,0,0,1,0,0,0
2048,Jesse Enkamp,0,0,0,0,1,0,0,0
2049,Jordan Gabriel,0,0,0,0,1,0,0,0
2050,Kurtis Drummond,0,0,0,0,1,0,0,0
2051,Alexander Spanos,0,0,0,0,1,0,0,0
2052,Spencer Smith,0,0,0,0,1,0,0,0
2053,Marcus Edmond,0,0,0,0,1,0,0,0
2054,Kris Foster,0,0,0,0,1,0,0,0
2055,TJ Graham,0,0,0,0,1,0,0,0
2056,Deon Cain,0,0,0,0,1,0,0,0
2057,Andrew Poje,0,0,0,0,1,0,0,0
2058,Eben Etzebeth,0,0,0,0,1,0,0,0
2059,Benjamin Williams,0,0,0,0,1,0,0,0
2060,Brawley Chisholm,0,0,0,0,1,0,0,0
2061,Stephen Murray,0,0,0,0,1,0,0,0
2062,Montana De La Rosa,0,0,0,0,1,0,0,1
2063,Waisake Naholo,0,0,0,0,1,0,0,0
2064,Malik Newman,0,0,0,0,1,0,0,0
2065,Eric Lilliebridge,0,0,0,0,1,0,0,0
2066,Mike Pouncey,0,0,0,0,1,0,0,0
2067,Marcus Smith II,0,0,0,0,1,0,0,0
2068,Noah Fant,0,0,0,0,1,0,0,0
2069,Boogeyman,0,0,0,0,1,0,0,0
2070,Mike Orlando,0,0,0,0,1,0,0,0
2071,Lindsey Valenzuela,0,0,0,0,1,0,0,0
2072,Cory Berglar,0,0,0,0,1,0,0,0
2073,Bianca Salming,1,0,0,0,1,0,0,0
2074,Lauren Winfield,1,0,0,0,1,0,0,0
2075,Montez Sweat,1,0,0,0,1,0,0,0
2076,Julian Allen,1,0,0,0,1,0,0,0
2077,Andrew Savva,1,0,0,0,1,0,0,0
2078,HammerBaby,1,0,0,0,1,0,0,0
2079,Ismail Diallo,1,0,0,0,1,0,0,0
2080,Blaine McConnell,1,0,0,0,1,0,0,0
2081,Jimmy Anderson,1,0,0,0,1,0,0,0
2082,Angelo Sharpless,1,0,0,0,1,0,0,0
2083,Nick Holt,1,0,0,0,1,0,0,0
2084,Kyle Kingsbury,1,0,0,0,1,0,0,1
2085,Mark Spitz,1,0,0,0,1,0,0,0
2086,Jerome Baker,1,0,0,0,1,0,0,0
2087,Alexis Haynal,1,0,0,0,1,0,0,0
2088,Josh Jones,1,0,0,0,1,0,0,0
2089,Fuzz,1,0,0,0,1,0,0,0
2090,Carlos Condit,1,0,0,0,1,0,0,0
2091,Lewis Williams,1,0,0,0,1,0,0,0
2092,Paul Arnott Jr,1,0,0,0,1,0,0,0
2093,Mikey Taylor,1,0,0,0,1,0,0,0
2094,Chris Algieri,1,0,0,0,1,0,0,0
2095,Damon Gibson,1,0,0,0,1,0,0,0
2096,Curtis Marsh Jr.,1,0,0,0,1,0,0,0
2097,Garrett Clark,1,0,0,0,1,0,0,0
2098,Ben Loomis,1,0,0,0,1,0,0,0
2099,Jasper Good,1,0,0,0,1,0,0,0
2100,Daron Rahlves,1,0,0,0,1,0,0,0
2101,Juwan Brescacin,1,0,0,0,1,0,0,0
2102,Greg Lutzka,1,0,0,0,1,0,0,0
2103,Josh Dixon,1,0,0,0,1,0,0,0
2104,Meg,1,0,0,0,1,0,0,0
2105,Vicky Fleetwood,1,0,0,0,1,0,0,0
2106,Jeffery Wilson Jr.,1,0,0,0,1,0,0,0
2107,Bruce Cook,1,0,0,0,1,0,0,0
2108,Jake Angeles,1,0,0,0,1,0,0,0
2109,Jaleel Wadood,1,0,0,0,1,0,0,0
2110,Kailey Maurer,1,0,0,0,1,0,0,0
2111,Natasha Cloud,1,0,0,0,1,0,0,0
2112,Shelvin Mack,1,0,0,0,1,0,0,0
2113,Diana Tatevossian,1,0,0,0,1,0,0,0
2114,Kadeem Allen,1,0,0,0,1,0,0,0
2115,Tarell Basham,1,0,0,0,1,0,0,0
2116,Helen Housby,1,0,0,0,1,0,0,0
2117,Allen Guevara,1,0,0,0,1,0,0,0
2118,Heather Watson,1,0,0,0,1,0,0,0
2119,Ike Nwamu,1,0,0,0,1,0,0,0
2120,Adam Breneman,1,0,0,0,1,0,0,0
2121,Tyler Davis,1,0,0,0,1,0,0,0
2122,Scott Simonson,1,0,0,0,1,0,0,0
2123,Franck Betra,1,0,0,0,1,0,0,0
2124,Torgeir Bergrem,1,0,0,0,1,0,0,0
2125,Ced Thompson Jr.,1,0,0,0,1,0,0,0
2126,Jakobi Meyers,1,0,0,0,1,0,0,0
2127,Elliot Sloan,1,0,0,0,1,0,0,0
2128,D'Andre Walker,1,0,0,0,1,0,0,0
2129,Irina Kazakova,1,0,0,0,1,0,0,0
2130,Jamal Davis,1,0,0,0,1,0,0,0
2131,Matt Berger,1,0,0,0,1,0,0,0
2132,Mecole Hardman,1,0,0,0,1,0,0,0
2133,Jake Webster,1,0,0,0,1,0,0,0
2134,Gary Johnson,1,0,0,0,1,0,0,0
2135,Chris Poirier Kim,1,1,0,0,1,0,0,0
2136,Emeke Egbule,1,0,0,0,1,0,0,0
2137,Josimar Lima,1,0,0,0,1,0,0,0
2138,Deandre Baker,1,0,0,0,1,0,0,0
2139,Isaiah Johnson,1,0,0,0,1,0,0,0
2140,Quinnen Williams,1,0,0,0,1,0,0,0
2141,Wes Clark,1,0,0,0,1,0,0,0
2142,Brandon LaFell Sr.,1,0,0,0,1,0,0,0
2143,Malachi Dupre,1,0,0,0,1,0,0,0
2144,Jahleel Addae,1,0,0,0,1,0,0,0
2145,Corey Harris,1,0,0,0,1,0,0,0
2146,Jordan Michael Oliver,1,0,0,0,1,0,0,0
2147,Michael Pennel Jr,1,0,0,0,1,0,0,0
2148,Junior Galette,1,0,0,0,1,0,0,0
2149,Jeremiah Sirles,1,0,0,0,1,0,0,0
2150,Adnan Januzaj,1,0,0,0,1,0,0,0
2151,Logan Thomas,1,0,0,0,1,0,0,0
2152,Mason Caton-Brown,1,0,0,0,1,0,0,0
2153,Cyrus Jones,1,0,0,0,1,0,0,0
2154,David Smith,1,0,0,0,1,0,0,0
2155,Tom Williams,1,0,0,0,1,0,0,0
2156,Joe Scandrett,1,0,0,0,1,0,0,0
2157,Elijah Holyfield,1,0,0,0,1,0,0,0
2158,Frank Bartley,1,0,0,0,1,0,0,0
2159,D.J Hayden,1,0,0,0,1,0,0,0
2160,Mike Lee,1,0,0,0,1,0,0,0
2161,Melissa Brown,1,0,0,0,1,0,0,0
2162,One Way Corey,1,0,0,0,1,0,0,0
2163,Caleb Green,1,0,0,0,1,0,0,0
2164,Jack Mitrani,1,0,0,0,1,0,0,0
2165,ScottieTheDream,1,0,0,0,1,0,0,0
2166,Saki,1,0,0,0,1,0,0,0
2167,Josh Horton,1,0,0,0,1,0,0,0
2168,Pablo Cimadevila,1,0,0,0,1,0,0,0
2169,Jermaine Pennant,1,0,0,0,1,0,0,0
2170,Jordan Lawley,1,0,0,0,1,0,0,0
2171,Emmanuel Balogun,1,0,0,0,1,0,0,0
2172,Gavin May,1,0,0,0,1,0,0,0
2173,Miguel Carriles,1,0,0,0,1,0,0,0
2174,DiIvory Edgecomb,1,0,0,0,1,0,0,0
2175,Dean Ferris,1,0,0,0,1,0,0,0
2176,Erik Bragg,1,0,0,0,1,0,0,0
2177,Syahrian Abimanyu,1,0,0,0,1,0,0,0
2178,Davontae Harris,1,0,0,0,1,0,0,0
2179,Matt Roloff,1,1,0,0,1,0,0,0
2180,Garon Cockrell,1,0,0,0,1,0,0,0
2181,Aaron Ozee,1,0,0,0,1,0,0,0
2182,Jamie Tworkowski,1,0,0,0,1,0,0,0
2183,Blythe Baird,1,0,0,0,1,0,0,0
2184,Josh Sabarra,1,0,0,0,1,0,0,0
2185,Chip Coffey,1,0,0,0,1,0,0,0
2186,Drew C. Ryan,1,0,0,0,1,0,0,0
2187,Carrie Berk,1,0,0,0,1,0,0,0
2188,Jason Hawes,1,1,0,0,1,0,0,0
2189,Beleaf Melanin,1,0,0,0,1,0,0,0
2190,Alexa Silvaggio,1,0,0,0,1,0,0,0
2191,Liana Gardner,1,0,0,0,1,0,0,0
2192,David Jones,1,0,0,0,1,0,0,0
2193,Rachel Ako,1,1,0,0,1,0,0,0
2194,KarenLee Poter,1,0,0,0,1,0,0,0
2195,Chloe Madeley,1,0,0,0,1,0,0,0
2196,Darren Brand,1,0,0,0,1,0,0,0
2197,OMAROSA,1,1,0,0,1,0,0,0
2198,Jennifer Nicole Lee,1,0,0,0,1,0,0,0
2199,Maria Emmerich,1,0,0,0,1,0,0,0
2200,Brian Solis,1,0,0,0,1,0,0,0
2201,Gareth Worthington,1,0,0,0,1,0,0,0
2202,Courtney Robertson,1,1,0,0,1,0,0,0
2203,Byron Garrett,1,0,0,0,1,0,0,0
2204,Ekim NazÄ±m Kaya,1,0,0,0,1,0,0,0
2205,Gabriela Herstik,1,0,0,0,1,0,0,0
2206,Dan LaMorte,1,0,0,0,1,0,0,0
2207,Jonas Saul,1,0,0,0,1,0,0,0
2208,Sarah Centrella,1,0,0,0,1,0,0,0
2209,Alexandrea Weis,1,0,0,0,1,0,0,0
2210,Steve Maraboli,1,0,0,0,1,0,0,0
2211,Marie D. Jones,1,0,0,0,1,0,0,0
2212,Micaela Erlanger,1,0,0,0,1,0,0,0
2213,Lydia McLaughlin,1,1,0,0,1,0,0,0
2214,Shannon Sylvia,1,1,0,0,1,0,0,0
2215,Elizabeth Isaacs,1,0,0,0,1,0,0,0
2216,Tyler Shields,1,0,0,0,1,0,0,0
2217,Rachel McCord,1,0,0,0,1,0,0,0
2218,Julieanne Lynch,1,0,0,0,1,0,0,0
2219,BookOfCarley,1,0,0,0,1,0,0,0
2220,Michelle Elman,1,0,0,0,1,0,0,0
2221,Laura Govan,1,1,0,0,1,0,0,0
2222,Prof. Silvia Vianello,1,0,0,0,1,0,0,0
2223,Jen Friel,1,0,0,0,1,0,0,0
2224,Claudia Molina,1,0,0,0,1,0,0,0
2225,Skylar Kergil,1,0,0,0,1,0,0,0
2226,AJ Mihrzad,1,0,0,0,1,0,0,0
2227,Tracey Jewel,1,1,0,0,1,0,0,0
2228,Amanda Lepore,1,0,0,0,1,0,0,0
2229,Tara Mackey,1,0,0,0,1,0,0,0
2230,Justin Klosky,1,0,0,0,1,0,0,0
2231,Stepanka,1,0,0,0,1,0,0,0
2232,Kara Alloway,1,0,0,0,1,0,0,0
2233,Rob Hill Sr.,1,0,0,0,1,0,0,0
2234,Cliff Floyd,1,0,0,0,1,0,0,0
2235,Emily Reppert,1,0,0,0,1,0,0,0
2236,Alcides Escobar,1,0,0,0,1,0,0,0
2237,Rex Gary,1,0,0,0,1,0,0,0
2238,Mani Love,1,0,0,0,1,0,0,0
2239,Christon Staples,1,0,0,0,1,0,0,0
2240,Kyle Draper,1,0,0,0,1,0,0,0
2241,KalaniBallFree,1,0,0,0,1,0,0,0
2242,AJ Rompza,1,0,0,0,1,0,0,0
2243,Andre Emmett,1,0,0,0,1,0,0,0
2244,Cece Gutierrez,1,1,0,0,1,0,0,0
2245,Bonnie-Jill Laflin,1,0,0,0,1,0,0,0
2246,Tyler Relph,1,0,0,0,1,0,0,0
2247,Mike Dunn,1,0,0,0,1,0,0,0
2248,DaKota Elder,1,0,0,0,1,0,0,0
2249,Timmy Timato,1,0,0,0,1,0,0,0
2250,Blair O'Neal,1,0,0,0,1,0,0,0
2251,Food Baby,1,0,0,0,1,0,0,0
2252,"Nicole ""Hoopz"" Alexander",1,0,0,0,1,0,0,0
2253,Johnna Marie,1,0,0,0,1,0,0,0
2254,Jay Starrett,1,0,0,0,1,0,0,0
2255,Crazy Russian Dad,1,0,0,0,1,0,0,0
2256,Samantha Fekete,1,0,0,0,1,0,0,0
2257,Kadi,1,0,0,0,1,0,0,0
2258,Johnna Gaines,1,0,0,0,1,0,0,0
2259,John Yates,1,1,0,0,1,0,0,0
2260,Kristen Taekman,1,1,0,0,1,0,0,0
2261,Ur Mom Ashley,1,0,0,0,1,0,0,0
2262,Rachael Oâ€™Brien,1,0,0,0,1,0,0,0
2263,Ryan Donnelly,1,0,0,0,1,0,0,0
2264,Sam and Nia,1,0,0,0,1,0,0,0
2265,"Izadi ""Armaniâ€",1,0,0,0,1,0,0,0
2266,Selfie Kid,1,0,0,0,1,0,0,0
2267,Christian Aaron,1,0,0,0,1,0,0,0
2268,Jack Coyne,1,0,0,0,1,0,0,0
2269,Christina Crockett,1,0,0,0,1,0,0,0
2270,Jordan Wiseley,1,0,0,0,1,0,0,0
2271,Katarina Elle Zarutskie,1,0,0,0,1,0,0,0
2272,Anthony Quintal,1,0,0,0,1,0,0,0
2273,Jet Tila,1,0,0,0,1,0,0,0
2274,Eric Jalbert,1,0,0,0,1,0,0,0
2275,Jen Saviano,1,1,0,0,1,0,0,0
2276,Julius Cowdrey,1,0,0,0,1,0,0,0
2277,Luke Abercrombie,1,0,0,0,1,0,0,0
2278,Hunter,1,0,0,0,1,0,0,0
2279,NessGod,1,0,0,0,1,0,0,0
2280,Jeremiah Perkins,1,0,0,0,1,0,0,0
2281,Galia Brener,1,0,0,0,1,0,0,0
2282,Ryan Young,1,0,0,0,1,0,0,0
2283,Justin Ross Lee,1,0,0,0,1,0,0,0
2284,Evangeline Demuro,1,0,0,0,1,0,0,0
2285,The New Stepford,1,0,0,0,1,0,0,0
2286,Patricia Kara,1,0,0,0,1,0,0,0
2287,Ben Soffer,1,0,0,0,1,0,0,0
2288,Melody Lane,1,0,0,0,1,0,0,0
2289,Naomi Isted,1,0,0,0,1,0,0,0
2290,Meghan King Edmonds,1,1,0,0,1,0,0,0
2291,Kate Casey,1,0,0,0,1,0,0,0
2292,Seth Francois,1,0,0,0,1,0,0,0
2293,Alexa Luria,1,0,0,0,1,0,0,0
2294,Engjell Berisha,1,0,0,0,1,0,0,0
2295,Anna-Christina Schwartz,1,0,0,0,1,0,0,0
2296,Marie MadorÃ©,1,0,0,0,1,0,0,0
2297,Heather Rae Blue,1,0,0,0,1,0,0,0
2298,Kyra Santoro,1,0,0,0,1,0,0,0
2299,Kaeden Harveland,1,0,0,0,1,0,0,0
2300,Annie Hite,1,0,0,0,1,0,0,0
2301,Calvin Young,1,0,0,0,1,0,0,0
2302,Corey Golden,1,0,0,0,1,0,0,0
2303,Chloe Wallace,1,0,0,0,1,0,0,0
2304,Deanna Leggett,1,0,0,0,1,0,0,0
2305,Carmen DeFalco,1,0,0,0,1,0,0,0
2306,Marnie Goldberg,1,0,0,0,1,0,0,0
2307,Keavaa P.,1,0,0,0,1,0,0,0
2308,Yuena,1,0,0,0,1,0,0,0
